x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
211.48161231161794,-866.9933000123128,34.94088472500444,135.0017382510692,4.48889597259692,0,1,0,0,0
210.7591001795372,-866.2731861583889,34.94689787719399,134.33189439766278,3.9962215949970687,0,1,0,0,0
210.02879695472075,-865.5306313848123,34.95364419538528,133.85183501302672,3.434665516585546,0,2,0,0,0
209.25643844139995,-864.7354521024972,34.96662337034941,133.450050211519,2.709806326904986,0,2,0,0,0
208.55431584164035,-864.0053648510948,34.97082998212427,133.11857905220884,1.9509638659407131,0,2,0,0,0
207.8430360298371,-863.2606402225792,34.97952047251165,132.79356459434374,1.511024798792087,0,2,0,0,0
207.14830421598163,-862.5152815142646,34.98591052256525,132.47891658298516,1.4578016797092919,0,2,0,0,0
206.4484343060758,-861.7548789670691,34.98893586061895,132.247027836307,2.0818797421712683,0,2,0,0,0
205.76868722843938,-861.0096924267709,35.00030852835626,132.144736799862,2.6922332164482734,0,2,0,0,0
205.06441959564108,-860.2360912915319,35.01028803531081,132.06456183179512,3.118600203258381,0,2,0,0,0
204.35231240856228,-859.4516083328053,35.021285521611574,132.00093974853556,3.507643772918715,0,2,0,0,0
203.6614865095471,-858.6894564535469,35.02994110602886,131.9697692023821,3.8469181965622825,0,2,0,0,0
202.96387519972632,-857.9192697145045,35.04231775160879,131.94897213277181,4.158455634221527,0,2,0,0,0
202.27215893461835,-857.1567663373426,35.05147499199957,131.94317294568526,4.4332638277493635,0,2,0,0,0
201.53420279442798,-856.3500388031825,35.061135889776054,131.95714074990656,4.706863210718492,0,2,0,0,0
200.81987410545116,-855.5677439793944,35.0681500190869,131.96770569679,4.949237169939178,0,2,0,0,0
200.13947859895416,-854.8233271017671,35.076163423061374,131.96919313783525,5.163211038519439,0,2,0,0,0
199.43071360880276,-854.0484197968617,35.08260543160141,131.97357466898458,5.364925998917352,0,2,0,0,0
198.69547533249715,-853.242487648502,35.09050753600896,131.98743800414942,5.564319387082649,0,2,0,0,0
198.009927366802,-852.4920780993998,35.09672445971519,131.99010772968037,5.742816556496002,0,2,0,0,0
197.30364586692303,-851.7183701191097,35.10288425981999,131.93537320666465,5.904959539689592,0,2,0,0,0
196.58300790988142,-850.9255320494995,35.1169684778899,131.85854671575487,6.012318224940219,0,2,0,0,0
195.85305943887215,-850.1221418492496,35.12642029933632,131.70679013564748,6.05161003677081,0,2,0,0,0
195.12481602624757,-849.3143839370459,35.13483945261687,131.52985165520568,6.044845043295063,0,2,0,0,0
194.40107488504145,-848.5071381777525,35.14598471745849,131.28607349120983,6.037262099425987,0,2,0,0,0
193.6774171165889,-847.6937011238188,35.154708036966625,130.94226000567508,6.103918321121766,0,2,0,0,0
192.94716248178156,-846.8615992153063,35.16215622778982,130.5317554920826,6.22690674953364,0,2,0,0,0
192.28814167901874,-846.1006916658953,35.17286722343415,130.1039049886915,6.384272852170287,0,2,0,0,0
191.6160608790815,-845.3105494985357,35.18280911613256,129.6560062069214,6.583122985330133,0,2,0,0,0
190.93389907863457,-844.4964406015351,35.197480344027284,129.05054593446985,6.67816881854458,0,2,0,0,0
190.2561419342528,-843.6725246449932,35.21637141592801,128.202663045788,6.660995187323354,0,2,0,0,0
189.5953828759375,-842.8400237746537,35.2239912616089,127.15221051628006,6.630221452182255,0,2,0,0,0
188.95568819262553,-842.0006496738642,35.22585866022855,125.7512695023739,6.569464699310818,0,2,0,0,0
188.3432077061152,-841.1540554007515,35.23377763926983,124.09175966709523,6.5016319786398915,0,2,0,0,0
187.76222773926565,-840.2985318321735,35.24195754043758,122.19884869509774,6.435867459788115,0,2,0,0,0
187.21881307382137,-839.4330161716789,35.24618609324098,120.08143952414277,6.35589467579643,0,2,0,0,0
186.71672009932809,-838.5557142356411,35.2546145727858,117.81504729935612,6.2770035990196495,0,2,0,0,0
186.19847227598075,-837.5588828530163,35.270439060218635,115.07456610503236,6.197953988849544,0,2,0,0,0
185.73655494931154,-836.5502293538302,35.27404213026166,112.29673901194433,6.125331739642966,0,2,0,0,0
185.33091501356103,-835.5323210554197,35.27249003276229,109.45825128717932,6.044575735397472,0,2,0,0,0
184.98032254981808,-834.509923919104,35.28126121293754,106.58879743925519,5.958503549694585,0,2,0,0,0
184.68608200812014,-833.4851057995111,35.29578793682158,103.72126295489622,5.8754292300085105,0,2,0,0,0
184.44579065579455,-832.4597078664228,35.30977992229164,100.81126436881327,5.7875161075247075,0,2,0,0,0
184.26164422213333,-831.4365249481052,35.332047797553244,97.87007811311454,5.727071910477799,0,2,0,0,0
184.12851099617546,-830.4138554986566,35.35390180516988,94.82829161651894,5.6963847889658625,0,2,0,0,0
184.050661441579,-829.3896977994591,35.37612262628973,91.74966748907218,5.680465387158559,0,2,0,0,0
184.03091652854346,-828.3651401856914,35.40016290433705,88.68433817448529,5.676755200559388,0,2,0,0,0
184.0633974307566,-827.339035644196,35.42427816409618,85.55410003530687,5.681317150724905,0,2,0,0,0
184.15424722112948,-826.3138804202899,35.44829689320177,82.4514422902368,5.697739613435609,0,2,0,0,0
184.30072092096088,-825.290746233426,35.47191079501063,79.32867787153782,5.730527376496257,0,3,0,0,0
184.50409535039216,-824.2704040305689,35.490019989945,76.2755314117269,5.776556682166059,0,3,0,0,0
184.76242871611612,-823.2545648543164,35.50921613238752,73.2812490439396,5.819469911094348,0,3,0,0,0
185.07548724598018,-822.2459363909438,35.529459125176075,70.44013052064497,5.869651961868561,0,3,0,0,0
185.4401738382876,-821.2450865209103,35.54816772118211,67.69999244791315,5.9310063348770345,0,3,0,0,0
185.85798318858724,-820.2514145793393,35.56301286891103,65.12130825879417,6.0110371776507785,0,3,0,0,0
186.32298761664424,-819.2630905658007,35.58220449630171,62.705255783150356,6.08785692463959,0,1,0,0,0
186.83945826202398,-818.2757370080799,35.60286456048489,60.42770362785874,6.244875626391124,0,1,0,0,0
187.34338698495412,-817.3996542347595,35.620810664072636,58.575015598495206,6.351820437203074,0,1,0,0,0
187.8811629564152,-816.5254864403978,35.64715620391071,56.85239680453912,6.452260268438838,0,1,0,0,0
188.45179153810022,-815.6528125032783,35.669229930080476,55.268805734316054,6.56447690520096,0,1,0,0,0
189.0623693781672,-814.7842397075146,35.678902317583564,53.92386778253694,6.68679501326162,0,1,0,0,0
189.70236098661553,-813.9147435203195,35.69775472749025,52.609678025762214,6.794823899820543,0,1,0,0,0
190.3695153495064,-813.0408775163814,35.731334660947326,51.376036942757544,6.928714652311116,0,1,0,0,0
191.07144575286657,-812.1646169451997,35.7592483393848,50.270974735533486,7.084300057181986,0,1,0,0,0
191.71385960950283,-811.395470187068,35.78020527940244,49.43770345680315,7.211952056792735,0,1,0,0,0
192.37586966599338,-810.620907375589,35.807831997796896,48.619753355538705,7.339042902725421,0,1,0,0,0
193.05901372170774,-809.8409620262682,35.836326368898156,47.8701412036417,7.4701926603995155,0,1,0,0,0
193.76530595542863,-809.0572821106762,35.860948500037196,47.26319213203886,7.602425601922639,0,1,0,0,0
194.49197721359087,-808.2676053643227,35.88308455962688,46.757612445865746,7.729333743815167,0,1,0,0,0
195.2365930925589,-807.4703346798196,35.90708486065269,46.355151577539466,7.858406112626789,0,1,0,0,0
195.99867574940436,-806.6647252487019,35.933007987961176,46.05265283070354,7.988751538968873,0,1,0,0,0
196.7776103655342,-805.8494425825775,35.95697590503842,45.90123448322344,8.1184292303154,0,1,0,0,0
197.57151377521222,-805.0230587739497,35.978459156863394,45.927880959756315,8.25391973278276,0,1,0,0,0
198.3772648118902,-804.1829624092206,35.99826362989843,46.15865215788396,8.385017697391191,0,1,0,0,0
199.0731130723143,-803.4494996005669,36.01817229371518,46.44517292758206,8.478235506652776,0,1,0,0,0
199.7734290889348,-802.7045481139794,36.04243518020958,46.89037815078643,8.571911937437557,0,1,0,0,0
200.47573995718267,-801.94691850245,36.06915061064065,47.46605599513494,8.658102671014884,0,1,0,0,0
201.1768402653979,-801.1741494880989,36.09632222708315,48.1491517302363,8.74164370892978,0,1,0,0,0
201.87431487604044,-800.3848116733134,36.123619412817064,48.89084697522974,8.825434198844757,0,1,0,0,0
202.56764862552518,-799.5786298075691,36.15098867733032,49.684902118152564,8.909197073216655,0,1,0,0,0
203.2535656093969,-798.75582296215,36.17910639829934,50.506927242323925,8.977995022475671,0,1,0,0,0
203.93180520035094,-797.9171159844846,36.211287000961605,51.31184771629698,9.041169912096136,0,1,0,0,0
204.6032894590753,-797.0625000689179,36.24531990364194,52.09869833803579,9.109329287306108,0,1,0,0,0
205.26760217669653,-796.1920829005539,36.27734047994018,52.846827129736695,9.177481159981838,0,1,0,0,0
205.92500024131732,-795.3064559986815,36.30706111881882,53.54153283604821,9.244193267019744,0,1,0,0,0
206.5761285670451,-794.4062544591725,36.33234851509333,54.20347015366044,9.307216163803842,0,1,0,0,0
207.22108935553115,-793.4929332146421,36.358175145275894,54.856228107835356,9.357883219732473,0,1,0,0,0
207.85907152167056,-792.5669678170234,36.387587898224595,55.47172858001622,9.415832450124462,0,1,0,0,0
208.49066173518077,-791.6288078930229,36.41759517770261,56.065328368253034,9.472213293151581,0,1,0,0,0
209.1156507396954,-790.6782061923295,36.44550680071116,56.59720996495019,9.524786828164247,0,1,0,0,0
209.73640617582714,-789.716550430283,36.472135259583595,57.10891134873484,9.584829626644424,0,1,0,0,0
210.35282730631297,-788.7440616553649,36.49902609623969,57.599345559235715,9.644190906825871,0,1,0,0,0
210.96454828593414,-787.7606428610161,36.52442970387638,58.05320971694026,9.696308276405839,0,1,0,0,0
211.57204462890513,-786.7664478598163,36.548195543512705,58.47631735893826,9.753714463642737,0,1,0,0,0
212.17638405325124,-785.7613470545039,36.57065960466862,58.88786264389307,9.819680993548735,0,1,0,0,0
212.77740283799358,-784.7447384819388,36.5933682506904,59.287542346608646,9.893955125838257,0,1,0,0,0
213.3758189115324,-783.7166885957122,36.61650121472776,59.702412766954744,9.964626235120559,0,1,0,0,0
213.97002376482124,-782.6770874084905,36.64155499245972,60.09808142356384,10.034944040319433,0,1,0,0,0
214.46319329779362,-781.8014876209199,36.66236723009497,60.42791240133134,10.10537400103265,0,1,0,0,0
214.95398376107914,-780.91714736633,36.683048493973914,60.74362279438277,10.165216962933323,0,1,0,0,0
215.44274013780523,-780.0243982560933,36.70317035149783,61.029503371242676,10.23200116385513,0,1,0,0,0
215.92992843320826,-779.1233755256981,36.723386069573465,61.264956060277676,10.290447502525877,0,1,0,0,0
216.41621303139254,-778.2147406917065,36.74422443639487,61.45669157567377,10.353923199137645,0,1,0,0,0
216.90286319650477,-777.2992240898311,36.76612306274474,61.640257144124426,10.41573598311144,0,1,0,0,0
217.3891829007771,-776.3767542438582,36.787805046699944,61.80329640989751,10.478963674088787,0,1,0,0,0
217.87626179039944,-775.4477286329493,36.80923460219056,61.99176764659327,10.531122981150336,0,1,0,0,0
218.36216891754884,-774.5119168860838,36.83191170059145,62.16589606579109,10.587215986200667,0,1,0,0,0
218.84733738959767,-773.5701664462686,36.85628893300891,62.359113973640156,10.64104893416241,0,1,0,0,0
219.3318277327926,-772.6223816704005,36.88061175104231,62.59211408137782,10.690176302344266,0,1,0,0,0
219.8147529506823,-771.6679046833888,36.902773273922506,62.83822891212642,10.744323074970666,0,1,0,0,0
220.2948558924254,-770.7066873461008,36.92189658787102,63.10946484561943,10.787084516746686,0,1,0,0,0
220.7732887638267,-769.7395588057116,36.93873158730567,63.43562535780652,10.829007922135762,0,1,0,0,0
221.24774150026496,-768.766485302709,36.95542995799333,63.80388233370023,10.864502095350943,0,1,0,0,0
221.71803944307612,-767.7879263022915,36.97308985590935,64.2128048360769,10.890808762008515,0,1,0,0,0
222.18216241686605,-766.8035867400467,36.99127964191139,64.63490382415394,10.914441914323808,0,1,0,0,0
222.63975496886997,-765.8137568496168,37.0091982183978,65.03678285779793,10.931263072675446,0,1,0,0,0
223.090510260663,-764.8189679533243,37.02685107830912,65.40119981810395,10.946533148609468,0,1,0,0,0
223.5356628341251,-763.8192881466821,37.04251353144646,65.76417754632566,10.965163653359362,0,3,0,0,0
223.97574933769647,-762.8155032526702,37.056723775155845,66.13204621385512,10.982015811314387,0,3,0,0,0
224.41010784200625,-761.8074032766744,37.07134593911469,66.48282377016851,10.998502139782623,0,3,0,0,0
224.8384945120779,-760.7951576504856,37.08751489669085,66.80974146497172,11.011397868373454,0,3,0,0,0
225.26187970652245,-759.779077350162,37.10411178860814,67.14293277896691,11.02643316152618,0,3,0,0,0
225.68133745115483,-758.759512196295,37.11973453294486,67.53759538919158,11.0445211682474,0,3,0,0,0
226.0944572094595,-757.7354818386957,37.13406807910651,67.94028338211861,11.062817668975992,0,3,0,0,0
226.50056048238184,-756.7070775590837,37.14835902284831,68.3277470734136,11.079878418399884,0,3,0,0,0
226.89981462346623,-755.6745701106265,37.16172778028995,68.70771895881583,11.086626438119863,0,3,0,0,0
227.29287986340933,-754.6384659986943,37.17262008674443,69.08533838595683,11.097169978390694,0,3,0,0,0
227.6806955312495,-753.5992734190077,37.183628029935065,69.49746023940475,11.10785093983361,0,3,0,0,0
228.0622048821533,-752.5569937257096,37.19710741080344,69.94371460431039,11.11296410863305,0,3,0,0,0
228.43558062973898,-751.5112048676237,37.21356436032802,70.37765866044646,11.117168969483421,0,3,0,0,0
228.80071379203582,-750.4620525175706,37.23062176052481,70.78193305384761,11.126429056852858,0,3,0,0,0
229.15843126742402,-749.4097012970597,37.24590182658285,71.18865280536227,11.131813528824297,0,3,0,0,0
229.5088467473397,-748.3545757411048,37.260612077824774,71.61813788250139,11.130451131320125,0,3,0,0,0
229.852315424243,-747.2967476313934,37.27751941587776,72.08144982096236,11.13061507377462,0,3,0,0,0
230.18617741035996,-746.2357389898971,37.297096838057044,72.52327067569088,11.134918713248334,0,3,0,0,0
230.5115075702779,-745.1719677560031,37.318699206970635,72.98128969431724,11.133686143522036,0,3,0,0,0
230.82818415667862,-744.1057316642255,37.34027200452984,73.43802014751591,11.13578312483023,0,3,0,0,0
231.13638625963358,-743.0373744284734,37.359707901068035,73.90326742894086,11.13890746022248,0,3,0,0,0
231.4357457512524,-741.9664915939793,37.3792064011097,74.34689635675694,11.140267985390993,0,3,0,0,0
231.72667369665578,-740.893319748342,37.4012257007882,74.76492059821797,11.134821989548374,0,3,0,0,0
232.01020628603874,-739.8180927364156,37.423588877357545,75.17772056312454,11.137278815947953,0,3,0,0,0
232.28573026385857,-738.7406042721123,37.44317909777165,75.57499785631843,11.139225101177143,0,3,0,0,0
232.55352420773124,-737.6610941691324,37.461928486637774,75.93768258580924,11.140703399931736,0,3,0,0,0
232.81430377665674,-736.5796435959637,37.481966296955946,76.29696186209277,11.141203744663304,0,3,0,0,0
233.06873456027824,-735.4967315513641,37.504418270476165,76.6721440514469,11.141349635804023,0,3,0,0,0
233.316203357419,-734.4121890934184,37.527426846139136,77.04094356411561,11.1375657770364,0,3,0,0,0
233.5561093883589,-733.3260625833645,37.54945051930845,77.38440170284858,11.138552152782983,0,3,0,0,0
233.78908602456795,-732.2382845059037,37.56983658559621,77.68653666124494,11.134969068961965,0,3,0,0,0
234.01664895168506,-731.1495240638033,37.59078078232706,77.99583770399373,11.135948974926633,0,3,0,0,0
234.23914901574608,-730.0598554350436,37.613553980179134,78.32307394949436,11.132209531510227,0,3,0,0,0
234.45542312966427,-728.9691492160782,37.638111456111076,78.64831714821798,11.133554583558366,0,3,0,0,0
234.66487567784498,-727.877198593691,37.66270367037505,78.93229279240039,11.13508560587206,0,3,0,0,0
234.86763136525406,-726.784204274416,37.68682784009725,79.16276156819282,11.128819720749728,0,3,0,0,0
235.06614256696776,-725.6909654783085,37.70991774071008,79.3982989782144,11.114709296221971,0,3,0,0,0
235.2604927176144,-724.5993739888072,37.73285015001893,79.65824042402981,11.083982914452115,0,3,0,0,0
235.44945590075804,-723.5096279289573,37.75455247405917,79.8847300777901,11.060528963020985,0,3,0,0,0
235.63391252071597,-722.4216397842392,37.77455543056131,80.06877174147193,11.038572352701355,0,3,0,0,0
235.81538066960638,-721.3351681279019,37.792137338593605,80.2382365217438,11.032702682242997,0,3,0,0,0
235.99439481878653,-720.2482390422374,37.80881595313549,80.426334795982,11.038346105158714,0,3,0,0,0
236.16936185554368,-719.1591911837459,37.82651060987264,80.58474339508582,11.056822186948825,0,3,0,0,0
236.3414891102584,-718.0684663467109,37.84686141069979,80.7065402511879,11.067150920497664,0,3,0,0,0
236.5117444038042,-716.9766123956069,37.86876364126802,80.83541689440598,11.070392723098802,0,3,0,0,0
236.67946513131028,-715.8838159292936,37.89207809772343,80.96764840679357,11.075429223716068,0,3,0,0,0
236.84471832116833,-714.7915505701676,37.92198618203402,81.10738045529207,11.046469048044413,0,3,0,0,0
237.007218571438,-713.7024836093187,37.95880607403815,81.22840136069854,11.00338086704217,0,3,0,0,0
237.16702336882008,-712.6176426587626,37.99455772042275,81.33652205080215,10.953828447683383,0,3,0,0,0
237.3237618856365,-711.5387827903032,38.02523487787694,81.41174829894258,10.886187326995465,0,3,0,0,0
237.47790628735675,-710.4676013961434,38.05067035723478,81.45753844111171,10.786681525947678,0,3,0,0,0
237.630697665154,-709.4066551793367,38.079194750450554,81.51933118403781,10.679608780219539,0,3,0,0,0
237.78003502462525,-708.3566815750673,38.11530312597752,81.5727442697668,10.555689731609831,0,3,0,0,0
237.92543981265044,-707.3195374496281,38.15588074065745,81.60854419301745,10.424504984726193,0,3,0,0,0
238.06922967825085,-706.2925228225067,38.192693192325535,81.67509636317816,10.342859707205633,0,3,0,0,0
238.21101780433673,-705.2731636017561,38.224043678306046,81.72912632006165,10.270626949469925,0,3,0,0,0
238.35073778458172,-704.2603673152626,38.252939706481996,81.759659452783,10.203632023007422,0,3,0,0,0
238.48937733471394,-703.2539804633707,38.28306424785406,81.78661752199869,10.146265201178979,0,3,0,0,0
238.6274856592063,-702.2527492772788,38.31574167199433,81.82750281394567,10.097751195269357,0,3,0,0,0
238.76502556714695,-701.2564247399569,38.35171006135643,81.86590720663199,10.051237425844633,0,3,0,0,0
238.90154455421725,-700.263884481974,38.389421922899785,81.87638994588853,10.018141669186441,0,3,0,0,0
239.0371717166854,-699.2723682904616,38.42343652322889,81.87445710846504,10.02686537448395,0,3,0,0,0
239.1733573792735,-698.2792237149552,38.449490623362365,81.88267741797107,10.046405364933262,0,3,0,0,0
239.31042179989163,-697.2840036656708,38.4732236655429,81.89895725280797,10.072508996491967,0,3,0,0,0
239.4474814821151,-696.286175088957,38.501173249259594,81.91378928293055,10.104488711109504,0,3,0,0,0
239.58533713209908,-695.2849443545565,38.52908260356635,81.93567374597643,10.143778960433057,0,3,0,0,0
239.72309019591194,-694.2813268192112,38.55636240709573,81.95770130340739,10.150879761477196,0,3,0,0,0
239.85942490946036,-693.2762148166075,38.58663932774216,81.95060632233852,10.166899398995758,0,3,0,0,0
239.99625692574773,-692.2683017253876,38.61058863513172,81.94269157000942,10.193298759410018,0,3,0,0,0
240.1335971202352,-691.2585332244635,38.62563610617072,81.94237993176942,10.210674722044315,0,3,0,0,0
240.27122951095225,-690.2477011373267,38.63731921631843,81.93326130872455,10.221345638157633,0,3,0,0,0
240.40885774756316,-689.2365955086425,38.65415242481977,81.91321532725848,10.222885744567312,0,3,0,0,0
240.54735825554235,-688.2254628762603,38.67585448808968,81.90977721457618,10.223761745466266,0,3,0,0,0
240.6859907534672,-687.2144586825743,38.698281638138,81.9099318052884,10.224327951068235,0,3,0,0,0
240.82401217939332,-686.2031114641577,38.71719110365957,81.89136557495223,10.223335174269527,0,3,0,0,0
240.96213533345144,-685.1914766030386,38.73144410438836,81.87208420144825,10.228983421220779,0,3,0,0,0
241.1004095461103,-684.1792828664184,38.7435192687437,81.8489888018375,10.234972666060406,0,3,0,0,0
241.2395186451031,-683.1667049946263,38.757213454507294,81.84638436704266,10.236773934932454,0,3,0,0,0
241.37878593063215,-682.1537032295018,38.77324459869415,81.83870478089281,10.24357607120119,0,3,0,0,0
